ProHobbyStudent_Age,"Hobby, 40 and older",0.17030854820389438,0.16724305915198795,0.1994734278978456,0.4629749647462723,61
ProHobbyStudent_Age,"Student, 39 and younger",0.19609438012350855,0.23018791212606812,0.1682742334371596,0.40544347431326366,17
ProHobbyStudent_Age,"Professional, 40 and older",0.02814635383008468,0.02544320867123693,0.1464101841374447,0.8000002533612337,5
ProHobbyStudent_Age,"Hobby, 39 and younger",0.16852444036676376,0.15205297912208302,0.09019493511117761,0.5892276453999755,24
ProHobbyStudent_Age,"Other, 40 and older",0.2320114432660212,0.12357162030639549,0.10830449040602928,0.5361124460215541,9
ProHobbyStudent_Age,"Student, 40 and older",0.003013524891970151,0.005228253119895409,0.34212960687511784,0.6496286151130167,3
ProHobbyStudent_Age,"Other, 39 and younger",0.10049296446834526,0.30088879859427126,0.09851988260246303,0.5000983543349206,2
ProHobbyStudent_Age,"Professional, 39 and younger",0.05252195024251536,0.43987534369308234,0.00760270712692101,0.4999999989374813,2
ProHobbyStudent_Education,"Hobby, College",0.17030854820389438,0.16724305915198795,0.1994734278978456,0.4629749647462723,61
ProHobbyStudent_Education,"Student, No college",0.19609438012350855,0.23018791212606812,0.1682742334371596,0.40544347431326366,17
ProHobbyStudent_Education,"Professional, College",0.02814635383008468,0.02544320867123693,0.1464101841374447,0.8000002533612337,5
ProHobbyStudent_Education,"Hobby, No college",0.16852444036676376,0.15205297912208302,0.09019493511117761,0.5892276453999755,24
ProHobbyStudent_Education,"Other, College",0.2320114432660212,0.12357162030639549,0.10830449040602928,0.5361124460215541,9
ProHobbyStudent_Education,"Student, College",0.003013524891970151,0.005228253119895409,0.34212960687511784,0.6496286151130167,3
ProHobbyStudent_Education,"Other, No college",0.10049296446834526,0.30088879859427126,0.09851988260246303,0.5000983543349206,2
ProHobbyStudent_Education,"Professional, No college",0.05252195024251536,0.43987534369308234,0.00760270712692101,0.4999999989374813,2
ProHobbyStudent_Howoften,"Hobby, Less than once a day",0.23707397427686322,0.20588422197805814,0.18878376341452704,0.36825804033055165,47
ProHobbyStudent_Howoften,"Student, Less than once a day",0.22689951336705524,0.1862248899099672,0.186604734351675,0.4002708623713025,8
ProHobbyStudent_Howoften,"Professional, Once a day or more",0.049155133401848045,0.20139334525971342,0.1494512448554191,0.6000002764830195,5
ProHobbyStudent_Howoften,"Hobby, Once a day or more",0.07720748548749053,0.11727582146785813,0.19611308382880838,0.609403609215843,27
ProHobbyStudent_Howoften,"Other, Once a day or more",0.20642684602477293,0.023561460970351267,0.23217753231649743,0.5378341606883784,4
ProHobbyStudent_Howoften,"Student, Once a day or more",0.12163636032007305,0.2052284437291113,0.2120663150691919,0.4610688808816237,11
ProHobbyStudent_Howoften,"Professional, Other",1.0314651582006427e-10,1.387162657239338e-10,7.538606406144024e-09,0.9999999922195307,1
ProHobbyStudent_Howoften,"Professional, Less than once a day",2.523067398641865e-09,4.305066043998973e-09,1.0312536355112844e-07,0.999999890046503,1
ProHobbyStudent_Howoften,"Other, Less than once a day",0.2438969223151296,0.26994605590940285,0.04051166956157206,0.4456453522138955,6
ProHobbyStudent_Howoften,"Hobby, Other",0.10966628273318807,0.09164477223639582,0.014969763688749686,0.7837191813416665,11
ProHobbyStudent_Howoften,"Other, Other",3.410117699790641e-10,6.08279793478774e-10,3.2223767480098393e-08,0.999999966826941,1
ProHobbyStudent_Howoften,"Student, Other",0.1894489663183103,0.18156726520288277,0.061483448482555506,0.5675003199962514,1
ProHobbyStudent_Sex,"Hobby, Male",0.1627727704096144,0.1418566377156848,0.15307269575799698,0.5422978961167042,40
ProHobbyStudent_Sex,"Student, Female",0.2304774572828079,0.2642314071313882,0.20201822357913957,0.3032729120066642,12
ProHobbyStudent_Sex,"Professional, Female",0.02626097582552501,0.21993767306439754,0.0038013858519713333,0.7499999652581062,4
ProHobbyStudent_Sex,"Hobby, Female",0.17497162305072755,0.17800359221663686,0.17677432186209271,0.47025046287054306,44
ProHobbyStudent_Sex,"Other, Male",0.0009385581147106389,0.0015961269023719961,0.4217969635374884,0.5756683514454289,2
ProHobbyStudent_Sex,"Student, Male",0.07211444367273259,0.09476279749077327,0.18285401326342401,0.6502687455730701,8
ProHobbyStudent_Sex,"Professional, Male",0.0469105887777847,0.04240534616158639,0.24401693051106002,0.6666671345495688,3
ProHobbyStudent_Sex,"Other, Female",0.25413464467793995,0.19008110290459532,0.036465139087134744,0.5193191133303299,9
ProHobbyStudent_Sex,"Hobby, nan",0,0,0,0,0
Age_Education,"40 and older, College",0.16188072786741126,0.1468829742787781,0.19103922124019768,0.5001970766136127,78
Age_Education,"39 and younger, No college",0.1707604635627488,0.20097765088106345,0.11639079090130545,0.5118710946548823,45
Age_Howoften,"40 and older, Less than once a day",0.20738457410249916,0.19541691828987703,0.17354433041995915,0.4236541771876649,47
Age_Howoften,"39 and younger, Less than once a day",0.31159863010302663,0.24009591549238232,0.16347742307019253,0.2848280313343985,15
Age_Howoften,"40 and older, Once a day or more",0.07685408473506905,0.07058933080116662,0.29055559207320225,0.5620009923905619,23
Age_Howoften,"39 and younger, Once a day or more",0.11360171557853299,0.20423408426689718,0.1092071027082654,0.5729570974463044,24
Age_Howoften,"40 and older, Other",0.138997230241754,0.08109027821170539,0.0077121386642111725,0.7722003528823295,8
Age_Howoften,"39 and younger, Other",0.04730003914891756,0.09015625580943164,0.027408963251247757,0.835134741790403,6
Age_Sex,"40 and older, Male",0.10818135180234749,0.11145111019982396,0.2135634942828236,0.5668040437150053,33
Age_Sex,"39 and younger, Female",0.15833435178536057,0.2422679251815469,0.11217569561131689,0.4872220274217756,24
Age_Sex,"40 and older, Female",0.20126027031512475,0.17286634127001116,0.1745214210089388,0.4513519674059254,45
Age_Sex,"39 and younger, Male",0.18302253194258736,0.14424447721244446,0.10568946718511259,0.5670435236598557,20
Age_Sex,"39 and younger, nan",0,0,0,0,0
Education_Howoften,"College, Less than once a day",0.20738457410249916,0.19541691828987703,0.17354433041995915,0.4236541771876649,47
Education_Howoften,"No college, Less than once a day",0.31159863010302663,0.24009591549238232,0.16347742307019253,0.2848280313343985,15
Education_Howoften,"College, Once a day or more",0.07685408473506905,0.07058933080116662,0.29055559207320225,0.5620009923905619,23
Education_Howoften,"No college, Once a day or more",0.11360171557853299,0.20423408426689718,0.1092071027082654,0.5729570974463044,24
Education_Howoften,"College, Other",0.138997230241754,0.08109027821170539,0.0077121386642111725,0.7722003528823295,8
Education_Howoften,"No college, Other",0.04730003914891756,0.09015625580943164,0.027408963251247757,0.835134741790403,6
Education_Sex,"College, Male",0.10818135180234749,0.11145111019982396,0.2135634942828236,0.5668040437150053,33
Education_Sex,"No college, Female",0.15833435178536057,0.2422679251815469,0.11217569561131689,0.4872220274217756,24
Education_Sex,"College, Female",0.20126027031512475,0.17286634127001116,0.1745214210089388,0.4513519674059254,45
Education_Sex,"No college, Male",0.18302253194258736,0.14424447721244446,0.10568946718511259,0.5670435236598557,20
Education_Sex,"No college, nan",0,0,0,0,0
Howoften_Sex,"Less than once a day, Male",0.21748794320979858,0.17351216888666685,0.15393364795822198,0.4550662399453126,23
Howoften_Sex,"Less than once a day, Female",0.241975946366163,0.2223836701730203,0.17464977422544672,0.3609906092353699,38
Howoften_Sex,"Once a day or more, Female",0.13268071313882054,0.1910172703789181,0.1667792073440302,0.5095228091382312,23
Howoften_Sex,"Once a day or more, Male",0.0601011966916045,0.08882397550488541,0.22782613807372207,0.623248689729788,24
Howoften_Sex,"Other, Male",0.13096397231755616,0.07337014738874897,0.02551390637116556,0.7701519739225292,6
Howoften_Sex,"Other, Female",0.07624928036527505,0.09367985952721737,0.009133431324272821,0.8209374287832348,8
Howoften_Sex,"Less than once a day, nan",0,0,0,0,0
